id,lon,lat,uniq_ident,Z
76744,37.602591000000004,55.755428,23.0,10.735565553523953
10249,37.572317,55.623041,12.0,3.001350866475141
95442,37.442854000000004,55.878269,8.0,2.1236617696161173
28748,37.701762,55.692736000000004,10.0,2.1443778456671168
83335,37.618154000000004,55.766501000000005,10.0,2.1443778456671168
60244,37.469201,55.686068,9.0,2.1236617696161173
25208,37.556580000000004,55.714470000000006,33.0,11.999567584959397
63986,37.614361,55.749026,13.0,3.4298373768791532
69501,37.562344,55.608562,9.0,2.1236617696161173
23398,37.700635,55.61923,11.0,2.572864356071129
62138,37.859979,55.627247000000004,10.0,2.1443778456671168
40140,37.670753000000005,55.655842,10.0,2.1443778456671168
38621,37.789874000000005,55.904319,9.0,2.1236617696161173
59063,37.68433,55.822966,10.0,2.1443778456671168
32855,37.601061,55.738103,13.0,8.167216032778047
94022,37.366654000000004,55.881634000000005,10.0,2.1443778456671168
98998,37.647715,55.761779000000004,15.0,4.286810397687177
28639,37.605199,55.759797,15.0,4.286810397687177
93393,37.607983000000004,55.753134,14.0,3.858323887283165
71967,37.698817,55.876804,5.0,2.426649011774811
86989,37.623977000000004,55.748091,16.0,9.80102921370209
26979,37.622908,55.757328,11.0,2.572864356071129
68829,37.596238,55.660403,10.0,2.1443778456671168
91723,37.568023000000004,55.682058000000005,11.0,2.572864356071129
14216,37.542864,55.847671000000005,9.0,2.229873013557782
50102,37.633212,55.736888,16.0,8.35950376677111
87806,37.625258,55.750461,19.0,7.274444886313912
46546,37.651912,55.756704,6.0,2.7246515984928044
14831,37.494362,55.859578,10.0,2.1443778456671168
54754,37.8571,55.913253000000005,9.0,2.972040890960315
27005,37.587833,55.68558,10.0,2.1443778456671168
82731,37.62353,55.747733000000004,15.0,9.451162638096855
21450,37.793976,55.811235,10.0,2.229873013557782
20292,37.622869,55.767957,13.0,3.4298373768791532
80656,37.697105,55.703607000000005,8.0,2.1236617696161173
40972,37.60654,55.659682000000004,9.0,2.1236617696161173
79411,37.59302,55.759725,11.0,6.645531844570263
90384,37.599407,55.758517000000005,17.0,5.143783418495202
38454,37.646049000000005,55.743002000000004,18.0,6.365483159837831
24448,37.644095,55.757773,14.0,3.858323887283165
24070,37.789680000000004,55.790928,10.0,2.1443778456671168
32262,37.609007,55.758708000000006,9.0,3.032623496092199
72732,37.683587,55.730682,10.0,2.1443778456671168
64267,37.567058,55.608304000000004,10.0,2.1236617696161173
20108,37.642213,55.767714000000005,8.0,2.1236617696161173
64335,37.689716000000004,55.885348,10.0,2.1443778456671168
40848,37.601347000000004,55.73679,11.0,2.572864356071129
98688,37.362247,55.643762,10.0,2.1443778456671168
9051,37.603795,55.763509,19.0,6.365483159837831
23360,37.445995,55.875192000000006,10.0,2.1443778456671168
77179,37.620161,55.58955,12.0,3.001350866475141
35488,37.63974,55.738532,9.0,4.244572464726974
48838,37.49454,55.643544000000006,8.0,2.1236617696161173
41143,37.667246,55.773378,11.0,2.572864356071129
40507,37.440839000000004,55.848006000000005,8.0,2.426649011774811
11371,37.779540000000004,55.595526,7.0,2.426649011774811
14851,37.621948,55.747153000000004,17.0,9.404162495115601
33658,37.597763,55.765463000000004,18.0,5.572269928899214
61422,37.652586,55.638272,9.0,2.729636253933505
48748,37.635435,55.762261,15.0,4.286810397687177
50951,37.602859,55.740443,15.0,4.286810397687177
47139,37.391973,55.586611000000005,10.0,2.1443778456671168
4235,37.646356000000004,55.758912,16.0,6.682880277972981
82909,37.639497,55.73809,12.0,3.001350866475141
96020,37.695795000000004,55.71961,6.0,2.972040890960315
70541,37.445238,55.838333000000006,11.0,2.572864356071129
84868,37.639499,55.76476,12.0,3.001350866475141
86336,37.477959,55.777555,11.0,2.572864356071129
25122,37.452756,55.878747000000004,10.0,2.1443778456671168
24695,37.59261,55.759552,16.0,6.645531844570263
91593,37.598819,55.767041,17.0,10.073475688971957
39479,37.460818,55.637111000000004,10.0,2.1236617696161173
57193,37.476130000000005,55.595814000000004,9.0,2.229873013557782
53614,37.676364,55.863189000000006,10.0,2.729636253933505
30186,37.748502,55.764764,10.0,2.1443778456671168
94398,37.642426,55.757074,15.0,4.286810397687177
93047,37.61745,55.733193,12.0,3.001350866475141
32241,37.526182,55.881856,8.0,2.426649011774811
71877,37.616501,55.750646,11.0,2.572864356071129
13037,37.593703000000005,55.75609,15.0,4.850546949044362
85243,37.591384,55.836378,9.0,2.729636253933505
15426,37.46589,55.579074000000006,18.0,5.572269928899214
71091,37.624814,55.749924,19.0,7.274444886313912
62603,37.806792,55.908249000000005,10.0,2.1443778456671168
46828,37.527891000000004,55.587694,9.0,2.477262306025293
17842,37.431604,55.642230000000005,11.0,2.572864356071129
48065,37.640489,55.586538000000004,10.0,2.1443778456671168
12162,37.576919000000004,55.627483000000005,10.0,2.1443778456671168
62674,37.603644,55.752686000000004,16.0,4.715296908091189
19539,37.774125,55.606460000000006,10.0,2.1443778456671168
71811,37.373218,55.648646,10.0,2.1443778456671168
89864,37.645783,55.74983,19.0,6.000756439303226
65119,37.622683,55.744573,17.0,5.143783418495202
42238,37.59452,55.738718000000006,13.0,4.850546949044362
70616,37.630701,55.749017,16.0,4.715296908091189
52926,37.545295,55.836224,11.0,2.572864356071129
71099,37.863304,55.622898,11.0,2.572864356071129
88823,37.451188,55.763365,10.0,2.1443778456671168
17560,37.615905,55.770798,13.0,3.4298373768791532
6705,37.845403000000005,55.627814,7.0,2.1236617696161173
39538,37.626372,55.851768,9.0,2.426649011774811
83726,37.732289,55.708993,10.0,2.1443778456671168
64020,37.609891000000005,55.762483,14.0,3.858323887283165
38646,37.712923,55.675222000000005,11.0,2.1236617696161173
24048,37.603997,55.748842,15.0,4.286810397687177
65923,37.351607,55.691404000000006,10.0,2.1443778456671168
77954,37.641232,55.737928000000004,10.0,2.1443778456671168
69335,37.638604,55.761444000000004,21.0,9.404162495115601
20366,37.646644,55.750207,12.0,3.001350866475141
74070,37.495873,55.696912000000005,10.0,2.1443778456671168
26405,37.652833,55.869519000000004,8.0,2.7246515984928044
81934,37.602167,55.750668000000005,11.0,3.6385979804095863
7590,37.608969,55.753152,15.0,4.286810397687177
24991,37.666493,55.608525,10.0,2.1443778456671168
46699,37.771358,55.566019000000004,10.0,2.1443778456671168
92759,37.613856,55.764328,13.0,3.4298373768791532
91470,37.590713,55.762421,14.0,4.547559706885668
66296,37.733560000000004,55.750366,11.0,2.572864356071129
11754,37.601589000000004,55.753555000000006,17.0,8.909383910180582
56064,37.532962000000005,55.733957000000004,10.0,2.1236617696161173
11393,37.604643,55.767076,12.0,3.001350866475141
43133,37.467466,55.579817000000006,21.0,6.85772946011125
86991,37.644683,55.762774,14.0,3.858323887283165
88540,37.567954,55.621081000000004,10.0,2.1443778456671168
53763,37.631135,55.767278000000005,16.0,4.715296908091189
41798,37.458253,55.751551,6.0,2.477262306025293
93557,37.590799000000004,55.747889,13.0,7.8804193706313
87731,37.563746,55.626870000000004,11.0,2.1236617696161173
49226,37.457426,55.903808000000005,10.0,2.1443778456671168
35703,37.625817,55.738246000000004,14.0,3.858323887283165
94076,37.611736,55.583822000000005,8.0,2.1236617696161173
97308,37.702134,55.574942,10.0,2.1443778456671168
72311,37.496166,55.75734,11.0,3.032623496092199
81209,37.660313,55.585062,12.0,2.426649011774811
65184,37.486761,55.689082,10.0,2.1443778456671168
99389,37.762206,55.860747,10.0,2.1443778456671168
17702,37.480724,55.873224,11.0,2.572864356071129
95988,37.608797,55.758355,11.0,3.032623496092199
92849,37.552417,55.716556000000004,38.0,14.142000136979458
70388,37.425819000000004,55.882691,10.0,2.1443778456671168
32557,37.605734,55.755111,10.0,5.153534191203056
38431,37.628092,55.744662000000005,14.0,3.858323887283165
61393,37.440665,55.857875,10.0,2.1443778456671168
30659,37.604562,55.735641,13.0,4.547559706885668
15896,37.447575,55.694982,9.0,2.1236617696161173
20962,37.497212000000005,55.687436000000005,10.0,2.1443778456671168
92836,37.669109,55.634729,10.0,2.1443778456671168
57849,37.631571,55.763295,12.0,5.153534191203056
1531,37.463708000000004,55.651716,10.0,2.1443778456671168
91798,37.410617,55.695739,8.0,2.426649011774811
8372,37.46683,55.576526,18.0,6.682880277972981
53915,37.723695,55.682627000000004,11.0,2.572864356071129
27746,37.625244,55.768784000000004,13.0,4.2089873532978705
11579,37.554342,55.686702000000004,7.0,2.1236617696161173
43399,37.476986000000004,55.579802,18.0,7.274444886313912
21839,37.612491,55.677685000000004,9.0,2.1236617696161173
37300,37.455702,55.653741000000004,10.0,2.1236617696161173
83049,37.559996,55.645482,9.0,2.729636253933505
15632,37.633431,55.747792000000004,12.0,3.6385979804095863
79481,37.817422,55.632609,9.0,2.1236617696161173
32843,37.815941,55.659637000000004,10.0,2.426649011774811
93458,37.794654,55.636568000000004,10.0,2.1443778456671168
583,37.60215,55.743308,16.0,6.062495917679136
8082,37.435054,55.759603000000006,11.0,2.572864356071129
67011,37.468474,55.577713,19.0,7.274444886313912
46760,37.594613,55.763354,14.0,3.858323887283165
31638,37.430718,55.688218,10.0,2.1443778456671168
46562,37.645,55.754534,24.0,10.393719664985646
65284,37.621456,55.750907000000005,19.0,6.000756439303226
75068,37.598489,55.766435,17.0,10.073475688971957
24591,37.641442,55.74013,16.0,4.715296908091189
49533,37.652589,55.849026,10.0,2.1443778456671168
25856,37.768915,55.590829,10.0,2.1443778456671168
57932,37.369684,55.591013000000004,10.0,2.1443778456671168
66528,37.708727,55.856274,10.0,2.1443778456671168
83777,37.645186,55.757497,8.0,3.032623496092199
80913,37.631799,55.763064,15.0,5.153534191203056
82817,37.813581,55.687666,10.0,2.1443778456671168
96309,37.613891,55.752696,15.0,4.286810397687177
60328,37.822546,55.638884000000004,10.0,2.1443778456671168
47730,37.647974000000005,55.829821,11.0,2.426649011774811
3484,37.626512,55.750702000000004,17.0,5.143783418495202
19560,37.616778000000004,55.734073,19.0,6.000756439303226
1739,37.852172,55.900277,8.0,2.426649011774811
40045,37.626057,55.754091,11.0,2.572864356071129
80035,37.350848,55.742046,9.0,2.1236617696161173
49054,37.353927,55.821912000000005,11.0,2.572864356071129
92983,37.639951,55.760833000000005,13.0,5.445933815635426
72763,37.453143000000004,55.59518,10.0,2.1443778456671168
31788,37.635431000000004,55.757469,14.0,6.43549098550547
82785,37.643097000000004,55.740515,19.0,6.000756439303226
46627,37.587535,55.762281,18.0,5.572269928899214
40678,37.42615,55.850984000000004,10.0,2.1443778456671168
19093,37.634339000000004,55.761634,16.0,4.715296908091189
88794,37.797143,55.859469000000004,10.0,2.1443778456671168
70565,37.596471,55.765150000000006,17.0,5.143783418495202
64969,37.726099000000005,55.713319000000006,10.0,2.1443778456671168
46029,37.378462,55.790046000000004,10.0,2.1443778456671168
58950,37.606107,55.665265000000005,10.0,2.1443778456671168
2229,37.596693,55.748864000000005,19.0,6.000756439303226
26670,37.508543,55.888019,11.0,2.572864356071129
71454,37.642474,55.754083,18.0,5.572269928899214
82071,37.605351,55.840532,11.0,2.572864356071129
8973,37.562409,55.671497,10.0,2.426649011774811
38136,37.761791,55.673185000000004,4.0,2.229873013557782
89693,37.625147,55.743752,8.0,5.153534191203056
94842,37.618962,55.750278,16.0,4.715296908091189
25392,37.778507000000005,55.793185,11.0,2.572864356071129
43538,37.602607,55.757573,10.0,4.547559706885668
77204,37.636533,55.741223000000005,19.0,6.000756439303226
77575,37.768139,55.840117,10.0,2.1443778456671168
73554,37.630995,55.769854,10.0,2.1443778456671168
58524,37.710613,55.689941000000005,7.0,2.1122672576270665
29564,37.637323,55.737271,16.0,6.365483159837831
41955,37.605715000000004,55.585207000000004,10.0,2.1443778456671168
65221,37.608201,55.835696000000006,10.0,2.1443778456671168
77824,37.59946,55.750223000000005,16.0,4.715296908091189
43644,37.477582,55.741422,10.0,2.1443778456671168
83411,37.640738,55.743003,19.0,6.000756439303226
87816,37.740975,55.743097,7.0,2.1236617696161173
30729,37.596477,55.763788000000005,16.0,4.715296908091189
51629,37.559305,55.905504,11.0,2.572864356071129
68701,37.497562,55.666738,10.0,2.1443778456671168
33044,37.701602,55.893016,9.0,2.426649011774811
25822,37.825645,55.855349000000004,10.0,2.1443778456671168
20082,37.647602,55.756495,12.0,3.001350866475141
1299,37.604104,55.851108,10.0,2.1443778456671168
19079,37.586754,55.753793,17.0,5.143783418495202
29874,37.634203,55.743571,11.0,2.572864356071129
47533,37.605885,55.752393000000005,22.0,7.286215970515262
79987,37.631239,55.75406,17.0,5.143783418495202
69721,37.638506,55.742405000000005,15.0,4.286810397687177
30004,37.641815,55.750583,16.0,4.715296908091189
96000,37.625866,55.752708000000005,10.0,6.682880277972981
67744,37.718619000000004,55.589271000000004,10.0,2.1443778456671168
8911,37.646302,55.762715,13.0,3.6385979804095863
34888,37.863897,55.872387,11.0,2.572864356071129
70863,37.595489,55.755309000000004,18.0,5.572269928899214
6362,37.610008,55.753515,14.0,3.858323887283165
56711,37.798588,55.78954,10.0,2.1443778456671168
43244,37.81405,55.75706,7.0,2.1236617696161173
62104,37.625912,55.764829,24.0,7.274444886313912
14030,37.401798,55.670329,10.0,2.1443778456671168
51924,37.47437,55.622283,12.0,3.001350866475141
53651,37.63374,55.747073,19.0,6.000756439303226
52692,37.488806000000004,55.737468,10.0,2.1443778456671168
53297,37.60638,55.685709,12.0,3.001350866475141
91127,37.623517,55.761595,13.0,6.188101693037958
24137,37.628745,55.748239000000005,13.0,3.4298373768791532
52966,37.761409,55.698569,11.0,2.572864356071129
43498,37.765002,55.704958000000005,10.0,2.1443778456671168
95182,37.614587,55.757212,14.0,3.858323887283165
93137,37.593509000000005,55.747695,15.0,4.286810397687177
99145,37.602562,55.73859,13.0,3.4298373768791532
78533,37.722422,55.76008,10.0,2.1443778456671168
62059,37.374657,55.749171000000004,10.0,2.729636253933505
31125,37.730735,55.727451,12.0,3.001350866475141
88739,37.642347,55.767675000000004,9.0,2.1236617696161173
39197,37.643331,55.765241,10.0,4.244572464726974
52168,37.748536,55.629569000000004,10.0,2.1443778456671168
23520,37.632906,55.76286,13.0,3.4298373768791532
57464,37.620638,55.738275,18.0,5.572269928899214
2309,37.609547,55.771353000000005,16.0,5.456521433361749
44165,37.838847,55.806267000000005,10.0,2.1443778456671168
58069,37.518455,55.829054,9.0,2.729636253933505
20853,37.601242,55.753436,14.0,8.909383910180582
24562,37.615572,55.749971,12.0,6.645531844570263
67757,37.608581,55.765959,10.0,2.1443778456671168
22556,37.611393,55.73538,15.0,6.365483159837831
94397,37.845564,55.62755,10.0,2.229873013557782
92490,37.639385000000004,55.736503,3.0,3.6385979804095863
7893,37.780759,55.745074,10.0,2.1443778456671168
50337,37.630745000000005,55.735821,15.0,4.547559706885668
6157,37.638486,55.741042,18.0,5.572269928899214
92483,37.457119,55.747989000000004,8.0,2.426649011774811
85317,37.542681,55.667148000000005,10.0,2.1443778456671168
11254,37.662939,55.890128000000004,10.0,2.1443778456671168
64491,37.646523,55.748197000000005,13.0,3.4298373768791532
58724,37.638201,55.761099,14.0,8.661994617713068
75414,37.639433000000004,55.765409000000005,15.0,4.286810397687177
83281,37.567965,55.669675000000005,10.0,2.1443778456671168
66644,37.501855,55.68717,10.0,2.1443778456671168
53803,37.627293,55.743209,11.0,4.547559706885668
72345,37.46745,55.634288000000005,7.0,2.229873013557782
8021,37.620217000000004,55.761654,14.0,5.940712400570448
25571,37.480526000000005,55.888257,10.0,2.1443778456671168
21626,37.505918,55.818295,10.0,2.229873013557782
65689,37.645587,55.763382,11.0,2.572864356071129
51092,37.724353,55.566624000000004,11.0,2.572864356071129
99262,37.608238,55.757129,16.0,6.43549098550547
45051,37.639959000000005,55.767009,21.0,6.85772946011125
34124,37.605675,55.667873,10.0,2.1443778456671168
38782,37.504751,55.598079000000006,10.0,2.1443778456671168
384,37.608295,55.757089,10.0,4.850546949044362
26202,37.645215,55.761819,17.0,5.143783418495202
12610,37.485368,55.637529,10.0,2.1443778456671168
97536,37.446846,55.905244,10.0,2.1443778456671168
75568,37.627556,55.849896,8.0,2.1236617696161173
4647,37.734409,55.595953,9.0,3.032623496092199
10690,37.591114000000005,55.744416,23.0,7.714702480919274
43054,37.506917,55.855000000000004,10.0,2.1443778456671168
75588,37.600178,55.738421,11.0,6.217038864020051
85002,37.711641,55.600159000000005,10.0,2.426649011774811
60745,37.619069,55.745290000000004,17.0,6.668470401996524
48313,37.594745,55.750345,15.0,8.414605325245558
83666,37.592985,55.614429,11.0,2.572864356071129
5987,37.62281,55.75854,11.0,2.572864356071129
13611,37.587438,55.745798,13.0,3.4298373768791532
12260,37.639011,55.748438,11.0,2.572864356071129
74270,37.6032,55.769876000000004,14.0,6.971457644155219
223,37.386593000000005,55.699908,11.0,2.572864356071129
61472,37.610514,55.750305000000004,19.0,6.000756439303226
65212,37.396174,55.856451,10.0,2.1236617696161173
99093,37.589371,55.755250000000004,18.0,7.274444886313912
99344,37.563183,55.883368000000004,10.0,2.1443778456671168
78635,37.632401,55.736975,12.0,4.244572464726974
41491,37.624895,55.752091,15.0,5.456521433361749
42769,37.59957,55.761163,18.0,6.062495917679136
52956,37.732477,55.919000000000004,7.0,2.1236617696161173
62905,37.645515,55.762757,9.0,3.6385979804095863
40127,37.605174,55.745102,16.0,4.715296908091189
36805,37.632281,55.751012,12.0,3.94158522256828
59660,37.604188,55.734223,19.0,3.94158522256828
24663,37.853765,55.716609000000005,10.0,2.1443778456671168
85306,37.851753,55.736603,10.0,2.1443778456671168
187,37.536973,55.776786,10.0,2.1236617696161173
35945,37.603445,55.738834000000004,13.0,8.573750257046216
23283,37.394036,55.887053,11.0,2.572864356071129
37173,37.636224,55.655577,8.0,2.1236617696161173
82142,37.613429000000004,55.752063,13.0,6.43549098550547
12937,37.553507,55.713811,34.0,12.428054095363407
78838,37.45312,55.916161,10.0,3.3356107382508924
59703,37.473451000000004,55.582586,20.0,6.429242949707238
10914,37.729556,55.620319,8.0,2.426649011774811
20552,37.435922,55.764759000000005,11.0,2.572864356071129
52918,37.684871,55.627167,10.0,2.1443778456671168
48134,37.595156,55.759640000000005,11.0,4.547559706885668
6073,37.482112,55.757908,10.0,2.1236617696161173
97374,37.642741,55.752891000000005,16.0,6.971457644155219
38030,37.600624,55.759107,14.0,5.7595086755204425
30750,37.585033,55.745895000000004,15.0,4.286810397687177
87784,37.360375000000005,55.686198000000005,10.0,2.1443778456671168
31313,37.576480000000004,55.601933,10.0,2.1443778456671168
44357,37.767956,55.694804000000005,10.0,2.1443778456671168
51506,37.788075,55.885034000000005,10.0,2.1443778456671168
62745,37.618968,55.793165,8.0,2.1236617696161173
98057,37.864341,55.907712000000004,11.0,2.572864356071129
87134,37.5015,55.799608,10.0,2.1443778456671168
76585,37.618347,55.752333,13.0,3.4298373768791532
8908,37.633247000000004,55.755309000000004,16.0,5.456521433361749
590,37.613215000000004,55.743779,14.0,5.7595086755204425
49720,37.596202,55.759527000000006,15.0,5.7595086755204425
76550,37.597659,55.621609,9.0,2.1236617696161173
47113,37.616512,55.759872,18.0,10.393719664985646
51790,37.610476,55.759211,14.0,6.062495917679136
7719,37.563507,55.624372,10.0,2.1443778456671168
7024,37.597523,55.736662,20.0,6.668470401996524
12940,37.385045,55.854774,10.0,2.1443778456671168
97127,37.593085,55.759551,15.0,6.682880277972981
83514,37.792617,55.743432000000006,11.0,2.1236617696161173
35836,37.424455,55.788407,12.0,3.001350866475141
53870,37.583489,55.869647,10.0,2.1443778456671168
46217,37.598903,55.734968,2.0,2.1236617696161173
82914,37.532293,55.605153,9.0,2.426649011774811
37371,37.652308000000005,55.753015000000005,18.0,4.850546949044362
29696,37.585475,55.750878,12.0,3.001350866475141
89923,37.645028,55.670394,10.0,2.1443778456671168
18757,37.590182,55.761488,11.0,2.572864356071129
22238,37.819178,55.722669,10.0,2.1443778456671168
28257,37.648992,55.74931,12.0,4.456376645765382
44586,37.782213,55.703479,10.0,2.1443778456671168
91365,37.637498,55.764352,16.0,6.971457644155219
11692,37.624139,55.748007,12.0,9.80102921370209
8394,37.551939000000004,55.714076000000006,31.0,11.142594564151374
61945,37.740239,55.727446,9.0,2.1236617696161173
44145,37.711188,55.646725,10.0,2.1443778456671168
14272,37.603788,55.74956,13.0,5.456521433361749
21656,37.606163,55.738773,17.0,7.8804193706313
43656,37.436177,55.894699,10.0,2.1443778456671168
1827,37.392367,55.767434,11.0,2.572864356071129
19554,37.631289,55.728337,11.0,2.572864356071129
23819,37.460074,55.883723,8.0,2.1236617696161173
24672,37.641016,55.742490000000004,13.0,4.850546949044362
22929,37.636338,55.655465,9.0,2.1236617696161173
36617,37.487429,55.573561000000005,10.0,2.1443778456671168
10395,37.63441,55.75667,21.0,6.365483159837831
87323,37.375995,55.624528000000005,8.0,2.1463555487930384
81068,37.597553000000005,55.747338,13.0,3.4298373768791532
53405,37.542713,55.680359,10.0,2.1443778456671168
61548,37.632716,55.735926,13.0,3.4298373768791532
91057,37.543223000000005,55.847805,10.0,2.729636253933505
36607,37.584706000000004,55.747737,15.0,4.286810397687177
61809,37.486637,55.887529,10.0,2.1443778456671168
41344,37.595962,55.748034000000004,11.0,6.062495917679136
71133,37.549252,55.918936,10.0,2.1443778456671168
4077,37.621547,55.765435000000004,18.0,6.365483159837831
74819,37.599302,55.757145,15.0,4.286810397687177
59585,37.485647,55.852463,11.0,3.032623496092199
93066,37.763457,55.589254000000004,10.0,2.1443778456671168
97842,37.638541000000004,55.766481,19.0,7.177658862908002
66088,37.469027000000004,55.599140000000006,10.0,2.1443778456671168
70445,37.647608,55.829581000000005,7.0,2.426649011774811
22622,37.447385000000004,55.694959000000004,8.0,2.1236617696161173
78913,37.620811,55.752403,15.0,6.645531844570263
72579,37.601178000000004,55.76822,14.0,6.971457644155219
76972,37.767174000000004,55.650814000000004,12.0,3.001350866475141
70208,37.657747,55.712843,8.0,2.229873013557782
12666,37.596474,55.764686000000005,20.0,5.456521433361749
42388,37.532919,55.733851,7.0,2.1236617696161173
3807,37.485032000000004,55.852635,9.0,3.032623496092199
41511,37.505351000000005,55.697924,10.0,2.1443778456671168
66570,37.626087,55.737500000000004,16.0,4.715296908091189
32200,37.740167,55.658593,13.0,3.4298373768791532
36416,37.635805000000005,55.755074,13.0,3.4298373768791532
28562,37.612765,55.770525,14.0,3.858323887283165
59105,37.601675,55.738319000000004,19.0,6.668470401996524
8648,37.735625,55.82293,12.0,3.001350866475141
71594,37.363584,55.665966000000004,10.0,2.426649011774811
99256,37.638953,55.872085000000006,10.0,2.1443778456671168
85096,37.377294,55.713932,10.0,2.1443778456671168
54567,37.609188,55.760871,7.0,4.547559706885668
91486,37.598409000000004,55.755079,12.0,3.94158522256828
15192,37.758371000000004,55.597894000000004,11.0,2.572864356071129
8580,37.637693,55.764328,17.0,6.971457644155219
82364,37.862230000000004,55.917899000000006,10.0,2.1443778456671168
58224,37.545205,55.67289,10.0,2.1443778456671168
17683,37.592387,55.750341,19.0,6.000756439303226
33391,37.433426000000004,55.847612000000005,10.0,2.1443778456671168
24382,37.786353,55.652507,10.0,2.1443778456671168
57516,37.81013,55.68211,10.0,2.1443778456671168
64680,37.78279,55.892919,10.0,2.1443778456671168
99331,37.700748000000004,55.765968,10.0,2.1443778456671168
96491,37.592893000000004,55.76066,16.0,4.715296908091189
63547,37.616303,55.749817,11.0,6.645531844570263
62671,37.633128,55.637566,11.0,2.572864356071129
76340,37.839027,55.818465,10.0,2.477262306025293
33616,37.561103,55.813607000000005,10.0,2.1443778456671168
81341,37.598486,55.759742,15.0,4.286810397687177
38256,37.637654000000005,55.759312,17.0,7.4250481553755145
51200,37.527084,55.808167000000005,8.0,2.1236617696161173
33557,37.651205000000004,55.900235,10.0,2.1443778456671168
22154,37.613413,55.741004000000004,24.0,8.143188991323287
25009,37.775282000000004,55.638036,10.0,2.1443778456671168
13514,37.602801,55.737181,11.0,2.572864356071129
98939,37.596000000000004,55.755735,14.0,3.858323887283165
99582,37.643170000000005,55.739386,14.0,7.274444886313912
67551,37.618590000000005,55.753742,12.0,3.94158522256828
57198,37.586538000000004,55.754934000000006,12.0,6.971457644155219
36107,37.599167,55.752088,18.0,5.572269928899214
84756,37.613151,55.737858,22.0,7.577432128472607
28883,37.404726000000004,55.692375000000006,10.0,3.3356107382508924
88902,37.603501,55.761425,16.0,4.715296908091189
